Data,Temperatura_maxima,Temperatura_minima,Temperatura_media,Probabilidade_chuva_max,Chuva_total,Velocidade_vento_max,Direcao_vento,ano,mes,dia,estado
2023-03-18,26.9,15.0,20.2,,0.0,16.1,113,2023,3,18,SP
2023-03-19,28.1,18.6,22.0,,0.4,17.8,111,2023,3,19,SP
2023-03-20,28.9,18.5,22.4,,0.8,13.8,311,2023,3,20,SP
2023-03-21,27.5,15.5,21.1,,0.0,16.3,184,2023,3,21,SP
2023-03-22,28.1,17.4,21.3,,0.0,19.2,114,2023,3,22,SP
2023-03-23,28.0,17.4,21.4,,0.0,17.7,98,2023,3,23,SP
2023-03-24,28.6,16.7,22.1,,0.5,14.1,222,2023,3,24,SP
2023-03-25,28.5,17.6,22.1,,0.0,14.5,181,2023,3,25,SP
2023-03-26,29.9,18.3,23.7,,0.1,20.0,317,2023,3,26,SP
2023-03-27,23.8,19.3,20.9,,17.0,22.6,154,2023,3,27,SP
2023-03-28,25.6,17.0,20.3,,0.4,19.0,112,2023,3,28,SP
2023-03-29,28.5,18.5,21.9,,9.2,14.6,50,2023,3,29,SP
2023-03-30,28.1,17.8,22.4,,0.2,16.1,313,2023,3,30,SP
2023-03-31,27.4,18.1,21.9,,10.1,19.1,318,2023,3,31,SP
2023-04-01,27.1,16.3,20.7,,0.3,19.1,195,2023,4,1,SP
2023-04-02,21.5,15.9,18.5,,0.4,18.5,145,2023,4,2,SP
2023-04-03,24.6,14.3,18.1,,0.2,16.6,109,2023,4,3,SP
2023-04-04,27.0,15.1,19.5,,0.3,17.6,122,2023,4,4,SP
2023-04-05,25.0,14.1,18.7,,0.1,19.4,156,2023,4,5,SP
2023-04-06,24.9,16.6,19.6,,2.2,19.5,118,2023,4,6,SP
2023-04-07,20.8,17.6,18.8,,15.5,15.5,104,2023,4,7,SP
2023-04-08,22.1,17.8,19.1,,3.8,20.2,149,2023,4,8,SP
2023-04-09,21.7,16.7,18.7,,0.9,19.0,112,2023,4,9,SP
2023-04-10,22.9,13.9,17.6,,0.0,20.4,115,2023,4,10,SP
2023-04-11,25.3,13.6,18.1,,0.1,15.5,100,2023,4,11,SP
2023-04-12,25.9,15.3,19.5,,1.3,12.0,32,2023,4,12,SP
2023-04-13,27.0,15.6,21.1,,2.4,14.1,319,2023,4,13,SP
2023-04-14,22.9,16.9,19.8,,8.3,12.8,352,2023,4,14,SP
2023-04-15,21.8,17.5,19.4,,5.7,19.1,206,2023,4,15,SP
2023-04-16,24.8,16.9,19.9,,0.1,16.2,94,2023,4,16,SP
2023-04-17,27.1,15.6,20.4,,19.8,23.5,336,2023,4,17,SP
2023-04-18,22.9,19.0,20.6,,8.4,31.0,322,2023,4,18,SP
2023-04-19,23.4,16.8,20.1,,32.2,25.0,283,2023,4,19,SP
2023-04-20,20.6,12.4,16.0,,0.0,22.7,257,2023,4,20,SP
2023-04-21,21.2,9.3,14.2,,0.0,18.1,113,2023,4,21,SP
2023-04-22,22.7,11.4,15.9,,0.0,17.7,103,2023,4,22,SP
2023-04-23,23.5,13.9,17.4,,0.0,17.5,113,2023,4,23,SP
2023-04-24,23.5,13.1,17.2,,0.4,20.3,100,2023,4,24,SP
2023-04-25,24.3,12.8,17.3,,0.0,11.7,80,2023,4,25,SP
2023-04-26,24.0,15.4,18.3,,4.3,22.2,352,2023,4,26,SP
2023-04-27,23.2,16.3,19.0,,1.8,18.1,302,2023,4,27,SP
2023-04-28,18.9,16.3,17.4,,2.9,13.9,141,2023,4,28,SP
2023-04-29,22.3,14.3,17.3,,1.7,16.2,103,2023,4,29,SP
2023-04-30,24.6,16.1,19.1,,0.2,20.0,98,2023,4,30,SP
2023-05-01,24.7,16.4,19.6,,0.4,13.1,155,2023,5,1,SP
2023-05-02,24.3,16.2,19.2,,0.9,13.5,103,2023,5,2,SP
2023-05-03,25.8,16.1,19.7,,0.0,14.6,85,2023,5,3,SP
2023-05-04,26.4,16.6,20.4,,0.0,11.3,310,2023,5,4,SP
2023-05-05,26.1,16.9,20.0,,0.0,15.7,108,2023,5,5,SP
2023-05-06,25.2,17.6,20.1,,0.0,15.5,101,2023,5,6,SP
2023-05-07,26.1,15.5,19.8,,0.0,11.9,92,2023,5,7,SP
2023-05-08,26.7,15.3,20.4,,0.0,11.5,303,2023,5,8,SP
2023-05-09,25.1,14.9,19.5,,0.1,17.1,212,2023,5,9,SP
2023-05-10,20.9,17.7,19.0,,6.1,15.3,157,2023,5,10,SP
2023-05-11,22.9,15.5,18.3,,0.8,20.5,178,2023,5,11,SP
2023-05-12,19.5,13.7,15.7,,1.0,17.8,168,2023,5,12,SP
2023-05-13,20.0,11.6,14.6,,0.1,19.0,138,2023,5,13,SP
2023-05-14,21.6,11.1,15.2,,0.0,14.7,113,2023,5,14,SP
2023-05-15,21.2,10.3,14.8,,0.0,11.5,155,2023,5,15,SP
2023-05-16,21.6,9.2,15.1,,0.0,17.2,194,2023,5,16,SP
2023-05-17,19.5,11.5,14.9,,0.4,17.9,146,2023,5,17,SP
2023-05-18,20.6,9.9,14.0,,0.0,14.6,108,2023,5,18,SP
2023-05-19,21.6,9.3,13.9,,0.0,14.5,98,2023,5,19,SP
2023-05-20,23.2,9.8,15.2,,0.0,12.2,81,2023,5,20,SP
2023-05-21,23.9,9.9,15.5,,0.0,13.3,47,2023,5,21,SP
2023-05-22,23.7,11.5,17.3,,0.0,14.5,22,2023,5,22,SP
2023-05-23,23.9,10.5,16.7,,0.0,15.6,93,2023,5,23,SP
2023-05-24,23.7,11.3,16.9,,0.0,17.1,78,2023,5,24,SP
2023-05-25,25.2,14.1,18.7,,0.0,14.5,68,2023,5,25,SP
2023-05-26,26.0,13.2,18.9,,0.0,12.9,36,2023,5,26,SP
2023-05-27,26.1,12.4,19.1,,0.0,17.4,350,2023,5,27,SP
2023-05-28,22.6,14.8,18.0,,1.9,25.5,246,2023,5,28,SP
2023-05-29,18.1,14.5,16.0,,0.8,22.5,151,2023,5,29,SP
2023-05-30,20.2,14.1,16.1,,0.0,23.1,105,2023,5,30,SP
2023-05-31,19.3,14.3,15.7,,36.6,13.7,74,2023,5,31,SP
2023-06-01,20.0,14.1,16.2,,1.1,11.4,196,2023,6,1,SP
2023-06-02,20.0,13.3,15.5,,0.0,13.0,98,2023,6,2,SP
2023-06-03,22.6,12.8,16.3,,0.0,13.8,78,2023,6,3,SP
2023-06-04,22.6,8.0,15.5,,0.0,10.7,319,2023,6,4,SP
2023-06-05,21.5,11.5,15.7,,0.0,14.7,202,2023,6,5,SP
2023-06-06,20.3,11.2,14.7,,0.0,11.8,109,2023,6,6,SP
2023-06-07,22.4,10.9,15.3,,0.0,11.2,5,2023,6,7,SP
2023-06-08,22.5,9.5,15.3,,0.0,7.1,18,2023,6,8,SP
2023-06-09,23.6,9.4,16.0,,0.0,17.7,340,2023,6,9,SP
2023-06-10,23.9,11.8,17.2,,0.0,20.4,322,2023,6,10,SP
2023-06-11,25.4,14.4,18.7,,0.0,26.6,324,2023,6,11,SP
2023-06-12,26.0,13.0,18.2,,0.0,21.2,292,2023,6,12,SP
2023-06-13,16.9,15.3,16.0,,1.2,20.5,178,2023,6,13,SP
2023-06-14,17.7,14.9,15.7,,13.9,14.6,176,2023,6,14,SP
2023-06-15,17.0,13.9,15.6,,12.8,17.3,334,2023,6,15,SP
2023-06-16,15.9,12.0,13.9,,0.0,25.0,314,2023,6,16,SP
2023-06-17,17.0,7.5,11.6,,0.1,14.9,290,2023,6,17,SP
2023-06-18,17.5,9.4,12.3,,0.0,14.0,113,2023,6,18,SP
2023-06-19,18.1,10.0,13.0,,0.0,16.0,107,2023,6,19,SP
2023-06-20,20.6,11.1,14.6,,0.0,15.9,81,2023,6,20,SP
2023-06-21,22.1,8.5,14.9,,0.0,13.0,48,2023,6,21,SP
2023-06-22,22.9,10.4,15.7,,0.0,15.6,355,2023,6,22,SP
2023-06-23,23.5,10.4,16.2,,0.0,15.8,329,2023,6,23,SP
2023-06-24,23.8,12.5,17.3,,0.0,13.2,328,2023,6,24,SP
2023-06-25,24.4,11.5,17.1,,0.0,11.2,311,2023,6,25,SP
2023-06-26,24.8,10.5,17.2,,0.0,11.6,45,2023,6,26,SP
2023-06-27,23.5,10.8,16.8,,0.0,19.4,331,2023,6,27,SP
2023-06-28,24.3,11.6,17.2,,0.0,22.6,324,2023,6,28,SP
2023-06-29,21.1,12.0,16.1,,0.2,19.2,149,2023,6,29,SP
2023-06-30,21.3,14.4,16.4,,0.0,15.3,112,2023,6,30,SP
2023-07-01,22.5,13.6,16.5,,0.8,17.1,171,2023,7,1,SP
2023-07-02,20.3,12.8,15.4,,0.0,16.6,173,2023,7,2,SP
2023-07-03,19.1,11.6,14.4,,0.1,18.0,118,2023,7,3,SP
2023-07-04,20.0,7.8,12.8,,0.0,16.6,82,2023,7,4,SP
2023-07-05,22.3,7.0,13.9,,0.0,14.3,25,2023,7,5,SP
2023-07-06,22.3,7.6,14.8,,0.0,13.8,354,2023,7,6,SP
2023-07-07,23.2,9.5,16.1,,0.0,16.0,332,2023,7,7,SP
2023-07-08,25.0,9.8,17.2,,0.0,29.3,325,2023,7,8,SP
2023-07-09,19.3,14.1,16.8,,13.9,17.1,307,2023,7,9,SP
2023-07-10,23.4,13.4,17.1,,0.4,16.6,17,2023,7,10,SP
2023-07-11,25.9,13.7,19.1,,0.0,16.8,335,2023,7,11,SP
2023-07-12,26.8,14.7,19.5,,0.0,27.2,10,2023,7,12,SP
2023-07-13,23.2,16.4,20.5,,0.0,43.1,314,2023,7,13,SP
2023-07-14,17.3,8.8,13.3,,0.0,21.3,225,2023,7,14,SP
2023-07-15,18.4,9.1,12.6,,0.0,18.1,90,2023,7,15,SP
2023-07-16,23.7,9.3,14.7,,0.0,14.2,280,2023,7,16,SP
2023-07-17,23.6,12.3,16.7,,0.0,15.4,140,2023,7,17,SP
2023-07-18,18.2,14.0,15.4,,0.7,20.1,156,2023,7,18,SP
2023-07-19,17.1,13.7,14.9,,2.7,21.1,142,2023,7,19,SP
2023-07-20,21.4,13.3,15.7,,0.0,25.8,101,2023,7,20,SP
2023-07-21,22.5,12.9,16.2,,0.0,18.8,87,2023,7,21,SP
2023-07-22,22.3,12.5,16.4,,0.0,14.0,79,2023,7,22,SP
2023-07-23,24.8,10.1,17.0,,0.0,9.7,28,2023,7,23,SP
2023-07-24,25.2,12.8,18.5,,0.0,12.1,52,2023,7,24,SP
2023-07-25,25.4,13.0,18.8,,0.0,11.2,47,2023,7,25,SP
2023-07-26,26.5,12.4,19.2,,0.0,16.5,354,2023,7,26,SP
2023-07-27,24.9,12.7,17.7,,0.2,19.2,137,2023,7,27,SP
2023-07-28,26.9,14.9,19.4,,1.1,21.7,360,2023,7,28,SP
2023-07-29,17.1,13.1,15.2,,0.3,21.2,157,2023,7,29,SP
2023-07-30,19.9,12.5,14.6,,0.0,16.6,116,2023,7,30,SP
2023-07-31,23.9,12.4,16.4,,0.0,12.3,80,2023,7,31,SP
2023-08-01,23.1,14.2,17.1,,0.0,14.9,107,2023,8,1,SP
2023-08-02,27.3,12.9,18.7,,0.0,8.4,11,2023,8,2,SP
2023-08-03,27.1,12.0,18.7,,0.0,19.2,301,2023,8,3,SP
2023-08-04,23.6,10.0,16.4,,0.0,10.7,145,2023,8,4,SP
2023-08-05,26.5,12.2,17.8,,0.0,16.1,143,2023,8,5,SP
2023-08-06,29.0,11.8,19.0,,0.0,11.4,59,2023,8,6,SP
2023-08-07,29.0,15.4,22.0,,0.0,21.9,326,2023,8,7,SP
2023-08-08,20.6,15.6,17.0,,0.7,25.9,150,2023,8,8,SP
2023-08-09,26.4,14.7,17.9,,15.6,27.7,99,2023,8,9,SP
2023-08-10,27.2,13.9,19.2,,0.1,14.1,48,2023,8,10,SP
2023-08-11,28.9,15.5,20.4,,0.0,19.8,10,2023,8,11,SP
2023-08-12,26.2,13.6,18.1,,0.6,19.4,91,2023,8,12,SP
2023-08-13,17.6,13.3,15.6,,0.3,22.9,147,2023,8,13,SP
2023-08-14,19.3,13.1,15.3,,0.0,16.4,125,2023,8,14,SP
2023-08-15,23.8,15.3,17.9,,0.0,19.5,105,2023,8,15,SP
2023-08-16,24.6,16.0,19.2,,0.1,13.9,87,2023,8,16,SP
2023-08-17,26.4,13.8,19.7,,0.0,12.8,10,2023,8,17,SP
2023-08-18,27.5,15.8,21.0,,0.0,21.7,339,2023,8,18,SP
2023-08-19,24.7,16.3,20.8,,0.0,25.8,300,2023,8,19,SP
2023-08-20,24.9,13.3,18.5,,0.0,18.1,342,2023,8,20,SP
2023-08-21,25.4,15.7,20.0,,0.0,25.4,315,2023,8,21,SP
2023-08-22,28.8,12.3,19.9,,0.0,21.3,350,2023,8,22,SP
2023-08-23,31.5,18.6,24.3,,0.0,28.9,337,2023,8,23,SP
2023-08-24,31.3,20.1,25.4,,0.2,33.7,316,2023,8,24,SP
2023-08-25,24.2,15.4,18.9,,2.2,25.3,167,2023,8,25,SP
2023-08-26,15.0,12.4,13.6,,8.4,23.9,154,2023,8,26,SP
2023-08-27,13.0,10.9,11.6,,3.9,21.6,136,2023,8,27,SP
2023-08-28,15.1,10.9,12.6,,2.0,18.4,133,2023,8,28,SP
2023-08-29,20.1,10.8,14.6,,1.0,19.6,120,2023,8,29,SP
2023-08-30,24.1,12.5,16.4,,0.0,20.0,210,2023,8,30,SP
2023-08-31,23.8,11.0,16.1,,0.0,16.1,140,2023,8,31,SP
2023-09-01,25.5,8.0,15.7,,0.0,18.9,105,2023,9,1,SP
2023-09-02,29.1,15.3,20.7,,3.5,24.3,15,2023,9,2,SP
2023-09-03,29.4,18.3,23.1,,6.2,22.7,337,2023,9,3,SP
2023-09-04,30.6,18.9,24.6,,0.0,30.8,333,2023,9,4,SP
2023-09-05,25.9,15.9,21.3,,0.4,23.0,236,2023,9,5,SP
2023-09-06,19.8,14.9,16.5,,1.2,25.2,129,2023,9,6,SP
2023-09-07,25.2,14.6,17.8,,0.0,22.6,100,2023,9,7,SP
2023-09-08,29.1,14.8,21.1,,0.0,23.4,8,2023,9,8,SP
2023-09-09,26.6,16.2,21.3,,0.4,29.2,322,2023,9,9,SP
2023-09-10,26.2,14.9,19.8,,0.0,17.9,111,2023,9,10,SP
2023-09-11,28.4,16.2,21.2,,0.0,14.3,94,2023,9,11,SP
2023-09-12,29.8,16.1,23.3,,0.0,15.9,354,2023,9,12,SP
2023-09-13,32.6,14.7,24.3,,0.0,25.9,347,2023,9,13,SP
2023-09-14,27.2,14.0,21.0,,6.5,25.3,291,2023,9,14,SP
2023-09-15,21.5,12.0,15.0,,0.3,25.4,126,2023,9,15,SP
2023-09-16,28.0,12.6,18.6,,0.0,20.1,35,2023,9,16,SP
2023-09-17,31.0,15.1,22.1,,0.0,15.4,10,2023,9,17,SP
2023-09-18,31.3,17.1,23.7,,0.0,16.0,13,2023,9,18,SP
2023-09-19,30.6,17.5,23.4,,0.0,17.4,106,2023,9,19,SP
2023-09-20,29.9,14.9,21.2,,0.0,17.1,129,2023,9,20,SP
